e1fish_index,e1fish_id,e1fish_name,e1fish_lastyear,e1fish_startyear,e1monoculture,e1fish_everyyear,e1fish_gap,e1fingerling_lastyear,e1pond_type,e1pond_type_oth,e1pond_size,e1pond_depth,e1pond_source,e1pond_source_oth,e1integrated_agri,e1integrated_now,e1purchase_finger_time,e1source_fingerling,e1source_fingerling_1,e1source_fingerling_2,e1source_fingerling_3,e1source_fingerling_4,e1source_fingerling_5,e1source_fingerling_6,e1source_fingerling_7,e1source_fingerling_8,e1source_fingerling_9,e1source_fingerling__96,e1source_fingerling_oth,e1know_hatchery,e1hatchery_village,e1distance_hatchery,e1hatchery_address,e1know_num,e1hatchery_phone,e1hatchery_year,e1strain_tilapia,e1strain_tilapia_oth,e1strain_rohu,e1strain_rohu_oth,e1gift_tilapia,e1g3_rohu,e1fish_amount,e1fish_monosex,e1totprice_fingerling,e1harvest_month,e1fish_sales,e1fish_sales_oth,PARENT_KEY,KEY,SET-OF-module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:828b0cb7-e909-4649-8268-921fe3a5161a/module_er[2],uuid:828b0cb7-e909-4649-8268-921fe3a5161a/module_er[2]/module_e1_4[1],uuid:828b0cb7-e909-4649-8268-921fe3a5161a/module_er[2]/module_e1_4
2,2,Rohu (Rui),1,2014,0,1,,1,1,,15,5,2,,0,,6/1/2023,5,0,0,0,0,1,0,0,0,0,0,,1,1,9,Hanif sarder er hachari,1,01727983660,5,,,-96,Rui,,0,4,,4000,3/1/2024,-96,Ekhono mas dhori nai,uuid:828b0cb7-e909-4649-8268-921fe3a5161a/module_er[2],uuid:828b0cb7-e909-4649-8268-921fe3a5161a/module_er[2]/module_e1_4[2],uuid:828b0cb7-e909-4649-8268-921fe3a5161a/module_er[2]/module_e1_4
1,1,Tilapia,1,2017,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:7097ac60-bebb-4b92-a9cd-89030971431a/module_er[1],uuid:7097ac60-bebb-4b92-a9cd-89030971431a/module_er[1]/module_e1_4[1],uuid:7097ac60-bebb-4b92-a9cd-89030971431a/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2017,0,1,,1,1,,3,5,1,,0,,7/1/2023,2,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,-96,Deshi,,0,10,,3500,2/1/2024,5,,uuid:7097ac60-bebb-4b92-a9cd-89030971431a/module_er[1],uuid:7097ac60-bebb-4b92-a9cd-89030971431a/module_er[1]/module_e1_4[2],uuid:7097ac60-bebb-4b92-a9cd-89030971431a/module_er[1]/module_e1_4
1,1,Tilapia,1,2017,0,1,,1,1,,2,5,1,,0,,7/1/2023,2,0,1,0,0,0,0,0,0,0,0,,,,,,,,,-96,Jani na,,,0,,5,-97,1250,2/1/2024,5,,uuid:7097ac60-bebb-4b92-a9cd-89030971431a/module_er[2],uuid:7097ac60-bebb-4b92-a9cd-89030971431a/module_er[2]/module_e1_4[1],uuid:7097ac60-bebb-4b92-a9cd-89030971431a/module_er[2]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:7097ac60-bebb-4b92-a9cd-89030971431a/module_er[2],uuid:7097ac60-bebb-4b92-a9cd-89030971431a/module_er[2]/module_e1_4[2],uuid:7097ac60-bebb-4b92-a9cd-89030971431a/module_er[2]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:311fa447-52c9-4c72-adcf-96e476e396f8/module_er[1],uuid:311fa447-52c9-4c72-adcf-96e476e396f8/module_er[1]/module_e1_4[1],uuid:311fa447-52c9-4c72-adcf-96e476e396f8/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2018,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:311fa447-52c9-4c72-adcf-96e476e396f8/module_er[1],uuid:311fa447-52c9-4c72-adcf-96e476e396f8/module_er[1]/module_e1_4[2],uuid:311fa447-52c9-4c72-adcf-96e476e396f8/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:da321ece-6c4b-41f4-98af-6c3682c0b6c4/module_er[1],uuid:da321ece-6c4b-41f4-98af-6c3682c0b6c4/module_er[1]/module_e1_4[1],uuid:da321ece-6c4b-41f4-98af-6c3682c0b6c4/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:da321ece-6c4b-41f4-98af-6c3682c0b6c4/module_er[1],uuid:da321ece-6c4b-41f4-98af-6c3682c0b6c4/module_er[1]/module_e1_4[2],uuid:da321ece-6c4b-41f4-98af-6c3682c0b6c4/module_er[1]/module_e1_4
1,1,Tilapia,1,2023,0,1,,1,1,,21,3,3,,0,,5/1/2023,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,1,-96,Huibrid,,,0,,2,-97,1200,2/1/2024,5,,uuid:29013b46-77b8-4e94-bb70-742dd84ac778/module_er[1],uuid:29013b46-77b8-4e94-bb70-742dd84ac778/module_er[1]/module_e1_4[1],uuid:29013b46-77b8-4e94-bb70-742dd84ac778/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2023,0,1,,1,1,,21,3,3,,0,,3/1/2023,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,1,,,-96,Rui,,0,3,,2400,9/1/2024,5,,uuid:29013b46-77b8-4e94-bb70-742dd84ac778/module_er[1],uuid:29013b46-77b8-4e94-bb70-742dd84ac778/module_er[1]/module_e1_4[2],uuid:29013b46-77b8-4e94-bb70-742dd84ac778/module_er[1]/module_e1_4
1,1,Tilapia,1,2012,0,1,,1,1,,10,8,1,,0,,7/1/2023,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,1,-96,Janina,,,0,,3,-97,900,12/1/2023,5,,uuid:302835b0-bacd-4405-84bb-1e73012fa178/module_er[1],uuid:302835b0-bacd-4405-84bb-1e73012fa178/module_er[1]/module_e1_4[1],uuid:302835b0-bacd-4405-84bb-1e73012fa178/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2012,0,1,,1,1,,14,8,1,,0,,7/1/2023,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,5,,,-96,Janina,,0,5,,1500,12/1/2023,5,,uuid:302835b0-bacd-4405-84bb-1e73012fa178/module_er[1],uuid:302835b0-bacd-4405-84bb-1e73012fa178/module_er[1]/module_e1_4[2],uuid:302835b0-bacd-4405-84bb-1e73012fa178/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:eb8d388f-88e1-493b-9c2c-e888d33b04b0/module_er[1],uuid:eb8d388f-88e1-493b-9c2c-e888d33b04b0/module_er[1]/module_e1_4[1],uuid:eb8d388f-88e1-493b-9c2c-e888d33b04b0/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:eb8d388f-88e1-493b-9c2c-e888d33b04b0/module_er[1],uuid:eb8d388f-88e1-493b-9c2c-e888d33b04b0/module_er[1]/module_e1_4[2],uuid:eb8d388f-88e1-493b-9c2c-e888d33b04b0/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:9a2ac5e2-33ee-4771-8bc7-0b294b6fbfeb/module_er[1],uuid:9a2ac5e2-33ee-4771-8bc7-0b294b6fbfeb/module_er[1]/module_e1_4[1],uuid:9a2ac5e2-33ee-4771-8bc7-0b294b6fbfeb/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,1992,0,1,,1,1,,12,16,1,,0,,6/1/2023,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,1,,,2,,,0,4,,400,1/1/2024,5,,uuid:9a2ac5e2-33ee-4771-8bc7-0b294b6fbfeb/module_er[1],uuid:9a2ac5e2-33ee-4771-8bc7-0b294b6fbfeb/module_er[1]/module_e1_4[2],uuid:9a2ac5e2-33ee-4771-8bc7-0b294b6fbfeb/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:849fad7d-22b5-4725-9a52-2a490b3d55dd/module_er[1],uuid:849fad7d-22b5-4725-9a52-2a490b3d55dd/module_er[1]/module_e1_4[1],uuid:849fad7d-22b5-4725-9a52-2a490b3d55dd/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:849fad7d-22b5-4725-9a52-2a490b3d55dd/module_er[1],uuid:849fad7d-22b5-4725-9a52-2a490b3d55dd/module_er[1]/module_e1_4[2],uuid:849fad7d-22b5-4725-9a52-2a490b3d55dd/module_er[1]/module_e1_4
1,1,Tilapia,1,2005,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:449c394c-e73c-4c2b-b993-19fb48029f54/module_er[1],uuid:449c394c-e73c-4c2b-b993-19fb48029f54/module_er[1]/module_e1_4[1],uuid:449c394c-e73c-4c2b-b993-19fb48029f54/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2005,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:449c394c-e73c-4c2b-b993-19fb48029f54/module_er[1],uuid:449c394c-e73c-4c2b-b993-19fb48029f54/module_er[1]/module_e1_4[2],uuid:449c394c-e73c-4c2b-b993-19fb48029f54/module_er[1]/module_e1_4
1,1,Tilapia,1,2013,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:61a65a23-4274-4498-bca6-4ad5989058b6/module_er[1],uuid:61a65a23-4274-4498-bca6-4ad5989058b6/module_er[1]/module_e1_4[1],uuid:61a65a23-4274-4498-bca6-4ad5989058b6/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2013,0,1,,1,1,,10,6,1,,0,,6/1/2023,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,2,,,-96,Jane na,,0,15,,2700,2/1/2024,5,,uuid:61a65a23-4274-4498-bca6-4ad5989058b6/module_er[1],uuid:61a65a23-4274-4498-bca6-4ad5989058b6/module_er[1]/module_e1_4[2],uuid:61a65a23-4274-4498-bca6-4ad5989058b6/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:4255791a-a5d8-477c-8feb-7f90a964b309/module_er[1],uuid:4255791a-a5d8-477c-8feb-7f90a964b309/module_er[1]/module_e1_4[1],uuid:4255791a-a5d8-477c-8feb-7f90a964b309/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:4255791a-a5d8-477c-8feb-7f90a964b309/module_er[1],uuid:4255791a-a5d8-477c-8feb-7f90a964b309/module_er[1]/module_e1_4[2],uuid:4255791a-a5d8-477c-8feb-7f90a964b309/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:a089ae49-61a0-433f-b1da-98d791a49668/module_er[1],uuid:a089ae49-61a0-433f-b1da-98d791a49668/module_er[1]/module_e1_4[1],uuid:a089ae49-61a0-433f-b1da-98d791a49668/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,1988,0,1,,1,1,,10,5,1,,0,,8/1/2023,6,0,0,0,0,0,1,0,0,0,0,,0,1,1000,Mollar bajar,0,,3,,,-96,Jane na,,0,20,,1500,1/1/2024,5,,uuid:a089ae49-61a0-433f-b1da-98d791a49668/module_er[1],uuid:a089ae49-61a0-433f-b1da-98d791a49668/module_er[1]/module_e1_4[2],uuid:a089ae49-61a0-433f-b1da-98d791a49668/module_er[1]/module_e1_4
1,1,Tilapia,1,1995,0,0,2,1,1,,7,10,1,,0,,6/1/2023,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,2,1,,,,0,,2,-97,500,8/1/2023,5,,uuid:dc6c231f-513e-4988-b136-da328ac50835/module_er[1],uuid:dc6c231f-513e-4988-b136-da328ac50835/module_er[1]/module_e1_4[1],uuid:dc6c231f-513e-4988-b136-da328ac50835/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,1995,0,0,2,1,1,,7,10,1,,0,,6/1/2023,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,2,,,2,,,0,2.5,,1500,8/1/2023,5,,uuid:dc6c231f-513e-4988-b136-da328ac50835/module_er[1],uuid:dc6c231f-513e-4988-b136-da328ac50835/module_er[1]/module_e1_4[2],uuid:dc6c231f-513e-4988-b136-da328ac50835/module_er[1]/module_e1_4
1,1,Tilapia,1,1995,0,1,,1,1,,4,8,1,,0,,5/1/2023,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,,,4,1,,,,0,,1.5,-97,300,8/1/2023,5,,uuid:c4dc31c9-1174-468f-971b-8ca3aa38623b/module_er[1],uuid:c4dc31c9-1174-468f-971b-8ca3aa38623b/module_er[1]/module_e1_4[1],uuid:c4dc31c9-1174-468f-971b-8ca3aa38623b/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:c4dc31c9-1174-468f-971b-8ca3aa38623b/module_er[1],uuid:c4dc31c9-1174-468f-971b-8ca3aa38623b/module_er[1]/module_e1_4[2],uuid:c4dc31c9-1174-468f-971b-8ca3aa38623b/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:7baf7dc3-f5ee-42fc-bc12-b21cf822aee6/module_er[1],uuid:7baf7dc3-f5ee-42fc-bc12-b21cf822aee6/module_er[1]/module_e1_4[1],uuid:7baf7dc3-f5ee-42fc-bc12-b21cf822aee6/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:7baf7dc3-f5ee-42fc-bc12-b21cf822aee6/module_er[1],uuid:7baf7dc3-f5ee-42fc-bc12-b21cf822aee6/module_er[1]/module_e1_4[2],uuid:7baf7dc3-f5ee-42fc-bc12-b21cf822aee6/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:83921472-54cb-48c0-ac48-7874eba6cb77/module_er[1],uuid:83921472-54cb-48c0-ac48-7874eba6cb77/module_er[1]/module_e1_4[1],uuid:83921472-54cb-48c0-ac48-7874eba6cb77/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2017,0,1,,1,1,,25,8,1,,0,,6/1/2023,8,0,0,0,0,0,0,0,1,0,0,,1,0,,,0,,1,,,-96,Janina,,0,8,,1600,2/1/2023,2,,uuid:83921472-54cb-48c0-ac48-7874eba6cb77/module_er[1],uuid:83921472-54cb-48c0-ac48-7874eba6cb77/module_er[1]/module_e1_4[2],uuid:83921472-54cb-48c0-ac48-7874eba6cb77/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:71ce5316-fb73-495f-8dfd-10eee5c34c7e/module_er[1],uuid:71ce5316-fb73-495f-8dfd-10eee5c34c7e/module_er[1]/module_e1_4[1],uuid:71ce5316-fb73-495f-8dfd-10eee5c34c7e/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2000,0,1,,1,1,,12,5,3,,0,,3/1/2023,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,0,,,1,,,0,8,,2000,10/1/2023,5,,uuid:71ce5316-fb73-495f-8dfd-10eee5c34c7e/module_er[1],uuid:71ce5316-fb73-495f-8dfd-10eee5c34c7e/module_er[1]/module_e1_4[2],uuid:71ce5316-fb73-495f-8dfd-10eee5c34c7e/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:f1e9840c-7350-46db-972d-a29a1479343f/module_er[1],uuid:f1e9840c-7350-46db-972d-a29a1479343f/module_er[1]/module_e1_4[1],uuid:f1e9840c-7350-46db-972d-a29a1479343f/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2023,0,1,,1,1,,16,15,5,,0,,8/1/2023,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,,,1,,,-96,Deshe,,0,14,,2400,8/1/2023,-96,Akhono mach dhora hoyni,uuid:f1e9840c-7350-46db-972d-a29a1479343f/module_er[1],uuid:f1e9840c-7350-46db-972d-a29a1479343f/module_er[1]/module_e1_4[2],uuid:f1e9840c-7350-46db-972d-a29a1479343f/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:9803e493-ace6-4da6-b09c-b53030852169/module_er[1],uuid:9803e493-ace6-4da6-b09c-b53030852169/module_er[1]/module_e1_4[1],uuid:9803e493-ace6-4da6-b09c-b53030852169/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2015,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:9803e493-ace6-4da6-b09c-b53030852169/module_er[1],uuid:9803e493-ace6-4da6-b09c-b53030852169/module_er[1]/module_e1_4[2],uuid:9803e493-ace6-4da6-b09c-b53030852169/module_er[1]/module_e1_4
1,1,Tilapia,1,1998,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:666fb2b9-a909-431d-870c-8c08c5f5088a/module_er[1],uuid:666fb2b9-a909-431d-870c-8c08c5f5088a/module_er[1]/module_e1_4[1],uuid:666fb2b9-a909-431d-870c-8c08c5f5088a/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,1998,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:666fb2b9-a909-431d-870c-8c08c5f5088a/module_er[1],uuid:666fb2b9-a909-431d-870c-8c08c5f5088a/module_er[1]/module_e1_4[2],uuid:666fb2b9-a909-431d-870c-8c08c5f5088a/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:69c1d460-bf09-415a-8fc0-60b1c1766614/module_er[1],uuid:69c1d460-bf09-415a-8fc0-60b1c1766614/module_er[1]/module_e1_4[1],uuid:69c1d460-bf09-415a-8fc0-60b1c1766614/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2019,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:69c1d460-bf09-415a-8fc0-60b1c1766614/module_er[1],uuid:69c1d460-bf09-415a-8fc0-60b1c1766614/module_er[1]/module_e1_4[2],uuid:69c1d460-bf09-415a-8fc0-60b1c1766614/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:35f42bc8-0355-45e8-a212-d5944a9a26d7/module_er[1],uuid:35f42bc8-0355-45e8-a212-d5944a9a26d7/module_er[1]/module_e1_4[1],uuid:35f42bc8-0355-45e8-a212-d5944a9a26d7/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:35f42bc8-0355-45e8-a212-d5944a9a26d7/module_er[1],uuid:35f42bc8-0355-45e8-a212-d5944a9a26d7/module_er[1]/module_e1_4[2],uuid:35f42bc8-0355-45e8-a212-d5944a9a26d7/module_er[1]/module_e1_4
1,1,Tilapia,1,2018,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:64d12629-c142-48d2-a087-fc20ba603d85/module_er[1],uuid:64d12629-c142-48d2-a087-fc20ba603d85/module_er[1]/module_e1_4[1],uuid:64d12629-c142-48d2-a087-fc20ba603d85/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2015,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:64d12629-c142-48d2-a087-fc20ba603d85/module_er[1],uuid:64d12629-c142-48d2-a087-fc20ba603d85/module_er[1]/module_e1_4[2],uuid:64d12629-c142-48d2-a087-fc20ba603d85/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:189d2f76-38fa-404c-9b1f-34d965cf43c3/module_er[1],uuid:189d2f76-38fa-404c-9b1f-34d965cf43c3/module_er[1]/module_e1_4[1],uuid:189d2f76-38fa-404c-9b1f-34d965cf43c3/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2019,0,1,,1,1,,15,5,1,,0,,8/1/2023,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,1,,,-96,Jane na,,0,5,,1000,2/1/2024,5,,uuid:189d2f76-38fa-404c-9b1f-34d965cf43c3/module_er[1],uuid:189d2f76-38fa-404c-9b1f-34d965cf43c3/module_er[1]/module_e1_4[2],uuid:189d2f76-38fa-404c-9b1f-34d965cf43c3/module_er[1]/module_e1_4
1,1,Tilapia,1,1993,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:ae94bd3b-4e94-41a6-b670-c21a2389bd91/module_er[1],uuid:ae94bd3b-4e94-41a6-b670-c21a2389bd91/module_er[1]/module_e1_4[1],uuid:ae94bd3b-4e94-41a6-b670-c21a2389bd91/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2001,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:ae94bd3b-4e94-41a6-b670-c21a2389bd91/module_er[1],uuid:ae94bd3b-4e94-41a6-b670-c21a2389bd91/module_er[1]/module_e1_4[2],uuid:ae94bd3b-4e94-41a6-b670-c21a2389bd91/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:87b2368e-5c90-4d3d-baa8-b1c670b36e52/module_er[1],uuid:87b2368e-5c90-4d3d-baa8-b1c670b36e52/module_er[1]/module_e1_4[1],uuid:87b2368e-5c90-4d3d-baa8-b1c670b36e52/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2019,0,1,,1,1,,45,5,1,,0,,2/1/2023,5,0,0,0,0,1,0,0,0,0,0,,1,1,9,Hanif hachari,0,,4,,,-96,Rui,,0,10,,30000,3/1/2024,1,,uuid:87b2368e-5c90-4d3d-baa8-b1c670b36e52/module_er[1],uuid:87b2368e-5c90-4d3d-baa8-b1c670b36e52/module_er[1]/module_e1_4[2],uuid:87b2368e-5c90-4d3d-baa8-b1c670b36e52/module_er[1]/module_e1_4
1,1,Tilapia,1,2000,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:88811e26-f1a3-4d22-82bf-7da4fdf8e2a1/module_er[1],uuid:88811e26-f1a3-4d22-82bf-7da4fdf8e2a1/module_er[1]/module_e1_4[1],uuid:88811e26-f1a3-4d22-82bf-7da4fdf8e2a1/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2000,0,1,,1,1,,12,4,1,,0,,9/1/2023,5,0,0,0,0,1,0,0,0,0,0,,1,1,1500,Baliagao,0,,1,,,1,,,0,2,,6000,1/1/2024,5,,uuid:88811e26-f1a3-4d22-82bf-7da4fdf8e2a1/module_er[1],uuid:88811e26-f1a3-4d22-82bf-7da4fdf8e2a1/module_er[1]/module_e1_4[2],uuid:88811e26-f1a3-4d22-82bf-7da4fdf8e2a1/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:5fe47b5b-6d86-4b56-98ee-53f8dd76bb7b/module_er[1],uuid:5fe47b5b-6d86-4b56-98ee-53f8dd76bb7b/module_er[1]/module_e1_4[1],uuid:5fe47b5b-6d86-4b56-98ee-53f8dd76bb7b/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2015,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:5fe47b5b-6d86-4b56-98ee-53f8dd76bb7b/module_er[1],uuid:5fe47b5b-6d86-4b56-98ee-53f8dd76bb7b/module_er[1]/module_e1_4[2],uuid:5fe47b5b-6d86-4b56-98ee-53f8dd76bb7b/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:5fe47b5b-6d86-4b56-98ee-53f8dd76bb7b/module_er[2],uuid:5fe47b5b-6d86-4b56-98ee-53f8dd76bb7b/module_er[2]/module_e1_4[1],uuid:5fe47b5b-6d86-4b56-98ee-53f8dd76bb7b/module_er[2]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:5fe47b5b-6d86-4b56-98ee-53f8dd76bb7b/module_er[2],uuid:5fe47b5b-6d86-4b56-98ee-53f8dd76bb7b/module_er[2]/module_e1_4[2],uuid:5fe47b5b-6d86-4b56-98ee-53f8dd76bb7b/module_er[2]/module_e1_4
1,1,Tilapia,1,2014,0,1,,1,1,,20,6,1,,0,,1/1/2023,8,0,0,0,0,0,0,0,1,0,0,,1,1,18000,Doctor hasari,0,,1,-96,Hibrit,,,0,,2,-97,1000,2/1/2024,5,,uuid:752a0252-121b-4b3a-a449-5bb91d74a3cb/module_er[1],uuid:752a0252-121b-4b3a-a449-5bb91d74a3cb/module_er[1]/module_e1_4[1],uuid:752a0252-121b-4b3a-a449-5bb91d74a3cb/module_er[1]/module_e1_4
2,2,Rohu (Rui),1,2014,0,1,,1,1,,20,6,1,,0,,1/1/2023,8,0,0,0,0,0,0,0,1,0,0,,0,0,,,0,,2,,,1,,,0,2,,800,2/1/2024,5,,uuid:752a0252-121b-4b3a-a449-5bb91d74a3cb/module_er[1],uuid:752a0252-121b-4b3a-a449-5bb91d74a3cb/module_er[1]/module_e1_4[2],uuid:752a0252-121b-4b3a-a449-5bb91d74a3cb/module_er[1]/module_e1_4
1,1,Tilapia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:4c727de7-b57f-4623-9249-b82f538d3046/module_er[1],uuid:4c727de7-b57f-4623-9249-b82f538d3046/module_er[1]/module_e1_4[1],uuid:4c727de7-b57f-4623-9249-b82f538d3046/module_er[1]/module_e1_4
2,2,Rohu (Rui),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:4c727de7-b57f-4623-9249-b82f538d3046/module_er[1],uuid:4c727de7-b57f-4623-9249-b82f538d3046/module_er[1]/module_e1_4[2],uuid:4c727de7-b57f-4623-9249-b82f538d3046/module_er[1]/module_e1_4
