d1index,d1cgiartech_id,d1cgiartech_name,d1cgiartech_know,d1cgiartech_usage,d1cgiartech_owner,d1cgiartech_past,d1cgiartech_startyear,d1cgiartech_stopyear,d1tech_stopreason,d1tech_stopreason_1,d1tech_stopreason_2,d1tech_stopreason_3,d1tech_stopreason_4,d1tech_stopreason_5,d1tech_stopreason_6,d1tech_stopreason_7,d1tech_stopreason_8,d1tech_stopreason_9,d1tech_stopreason_10,d1cgiartech_introyear,PARENT_KEY,KEY,SET-OF-module_d1
1,1,Axial Flow Pump,0,,,,,,,,,,,,,,,,,,uuid:b2c8268e-b4b6-4ee8-b12a-aa1e45b09875,uuid:b2c8268e-b4b6-4ee8-b12a-aa1e45b09875/module_d-module_d1[1],uuid:b2c8268e-b4b6-4ee8-b12a-aa1e45b09875/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:b2c8268e-b4b6-4ee8-b12a-aa1e45b09875,uuid:b2c8268e-b4b6-4ee8-b12a-aa1e45b09875/module_d-module_d1[2],uuid:b2c8268e-b4b6-4ee8-b12a-aa1e45b09875/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,0,,,,,,,,,,,,,,,,,,uuid:b2c8268e-b4b6-4ee8-b12a-aa1e45b09875,uuid:b2c8268e-b4b6-4ee8-b12a-aa1e45b09875/module_d-module_d1[3],uuid:b2c8268e-b4b6-4ee8-b12a-aa1e45b09875/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,0,,,,,,,,,,,,,,,,,,uuid:b2c8268e-b4b6-4ee8-b12a-aa1e45b09875,uuid:b2c8268e-b4b6-4ee8-b12a-aa1e45b09875/module_d-module_d1[4],uuid:b2c8268e-b4b6-4ee8-b12a-aa1e45b09875/module_d-module_d1
5,5,Combine Harvester/Thresher,0,,,,,,,,,,,,,,,,,,uuid:b2c8268e-b4b6-4ee8-b12a-aa1e45b09875,uuid:b2c8268e-b4b6-4ee8-b12a-aa1e45b09875/module_d-module_d1[5],uuid:b2c8268e-b4b6-4ee8-b12a-aa1e45b09875/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:b2c8268e-b4b6-4ee8-b12a-aa1e45b09875,uuid:b2c8268e-b4b6-4ee8-b12a-aa1e45b09875/module_d-module_d1[6],uuid:b2c8268e-b4b6-4ee8-b12a-aa1e45b09875/module_d-module_d1
1,1,Axial Flow Pump,0,,,,,,,,,,,,,,,,,,uuid:1c091e29-de7e-4229-b9fd-d6202a14bdfc,uuid:1c091e29-de7e-4229-b9fd-d6202a14bdfc/module_d-module_d1[1],uuid:1c091e29-de7e-4229-b9fd-d6202a14bdfc/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:1c091e29-de7e-4229-b9fd-d6202a14bdfc,uuid:1c091e29-de7e-4229-b9fd-d6202a14bdfc/module_d-module_d1[2],uuid:1c091e29-de7e-4229-b9fd-d6202a14bdfc/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,1,0,1,2010,,,,,,,,,,,,,2004,uuid:1c091e29-de7e-4229-b9fd-d6202a14bdfc,uuid:1c091e29-de7e-4229-b9fd-d6202a14bdfc/module_d-module_d1[3],uuid:1c091e29-de7e-4229-b9fd-d6202a14bdfc/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,0,,0,,,,,,,,,,,,,,2014,uuid:1c091e29-de7e-4229-b9fd-d6202a14bdfc,uuid:1c091e29-de7e-4229-b9fd-d6202a14bdfc/module_d-module_d1[4],uuid:1c091e29-de7e-4229-b9fd-d6202a14bdfc/module_d-module_d1
5,5,Combine Harvester/Thresher,1,0,,0,,,,,,,,,,,,,,2016,uuid:1c091e29-de7e-4229-b9fd-d6202a14bdfc,uuid:1c091e29-de7e-4229-b9fd-d6202a14bdfc/module_d-module_d1[5],uuid:1c091e29-de7e-4229-b9fd-d6202a14bdfc/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:1c091e29-de7e-4229-b9fd-d6202a14bdfc,uuid:1c091e29-de7e-4229-b9fd-d6202a14bdfc/module_d-module_d1[6],uuid:1c091e29-de7e-4229-b9fd-d6202a14bdfc/module_d-module_d1
1,1,Axial Flow Pump,0,,,,,,,,,,,,,,,,,,uuid:a2a6b592-3831-46bd-9ecd-3cb3d08d2001,uuid:a2a6b592-3831-46bd-9ecd-3cb3d08d2001/module_d-module_d1[1],uuid:a2a6b592-3831-46bd-9ecd-3cb3d08d2001/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:a2a6b592-3831-46bd-9ecd-3cb3d08d2001,uuid:a2a6b592-3831-46bd-9ecd-3cb3d08d2001/module_d-module_d1[2],uuid:a2a6b592-3831-46bd-9ecd-3cb3d08d2001/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,1,0,1,2000,,,,,,,,,,,,,1995,uuid:a2a6b592-3831-46bd-9ecd-3cb3d08d2001,uuid:a2a6b592-3831-46bd-9ecd-3cb3d08d2001/module_d-module_d1[3],uuid:a2a6b592-3831-46bd-9ecd-3cb3d08d2001/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,0,,,,,,,,,,,,,,,,,,uuid:a2a6b592-3831-46bd-9ecd-3cb3d08d2001,uuid:a2a6b592-3831-46bd-9ecd-3cb3d08d2001/module_d-module_d1[4],uuid:a2a6b592-3831-46bd-9ecd-3cb3d08d2001/module_d-module_d1
5,5,Combine Harvester/Thresher,1,0,,0,,,,,,,,,,,,,,2019,uuid:a2a6b592-3831-46bd-9ecd-3cb3d08d2001,uuid:a2a6b592-3831-46bd-9ecd-3cb3d08d2001/module_d-module_d1[5],uuid:a2a6b592-3831-46bd-9ecd-3cb3d08d2001/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:a2a6b592-3831-46bd-9ecd-3cb3d08d2001,uuid:a2a6b592-3831-46bd-9ecd-3cb3d08d2001/module_d-module_d1[6],uuid:a2a6b592-3831-46bd-9ecd-3cb3d08d2001/module_d-module_d1
1,1,Axial Flow Pump,0,,,,,,,,,,,,,,,,,,uuid:3f943158-7d4c-4873-b177-66eb5671a579,uuid:3f943158-7d4c-4873-b177-66eb5671a579/module_d-module_d1[1],uuid:3f943158-7d4c-4873-b177-66eb5671a579/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:3f943158-7d4c-4873-b177-66eb5671a579,uuid:3f943158-7d4c-4873-b177-66eb5671a579/module_d-module_d1[2],uuid:3f943158-7d4c-4873-b177-66eb5671a579/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,1,0,1,2012,,,,,,,,,,,,,2010,uuid:3f943158-7d4c-4873-b177-66eb5671a579,uuid:3f943158-7d4c-4873-b177-66eb5671a579/module_d-module_d1[3],uuid:3f943158-7d4c-4873-b177-66eb5671a579/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,0,,0,,,,,,,,,,,,,,-97,uuid:3f943158-7d4c-4873-b177-66eb5671a579,uuid:3f943158-7d4c-4873-b177-66eb5671a579/module_d-module_d1[4],uuid:3f943158-7d4c-4873-b177-66eb5671a579/module_d-module_d1
5,5,Combine Harvester/Thresher,1,0,,1,2022,2022,1,1,0,0,0,0,0,0,0,0,0,2021,uuid:3f943158-7d4c-4873-b177-66eb5671a579,uuid:3f943158-7d4c-4873-b177-66eb5671a579/module_d-module_d1[5],uuid:3f943158-7d4c-4873-b177-66eb5671a579/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:3f943158-7d4c-4873-b177-66eb5671a579,uuid:3f943158-7d4c-4873-b177-66eb5671a579/module_d-module_d1[6],uuid:3f943158-7d4c-4873-b177-66eb5671a579/module_d-module_d1
1,1,Axial Flow Pump,0,,,,,,,,,,,,,,,,,,uuid:eb711835-e7e4-4825-931d-6f968a0cb3b1,uuid:eb711835-e7e4-4825-931d-6f968a0cb3b1/module_d-module_d1[1],uuid:eb711835-e7e4-4825-931d-6f968a0cb3b1/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:eb711835-e7e4-4825-931d-6f968a0cb3b1,uuid:eb711835-e7e4-4825-931d-6f968a0cb3b1/module_d-module_d1[2],uuid:eb711835-e7e4-4825-931d-6f968a0cb3b1/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,1,0,1,2004,,,,,,,,,,,,,2000,uuid:eb711835-e7e4-4825-931d-6f968a0cb3b1,uuid:eb711835-e7e4-4825-931d-6f968a0cb3b1/module_d-module_d1[3],uuid:eb711835-e7e4-4825-931d-6f968a0cb3b1/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,1,0,1,2004,,,,,,,,,,,,,2000,uuid:eb711835-e7e4-4825-931d-6f968a0cb3b1,uuid:eb711835-e7e4-4825-931d-6f968a0cb3b1/module_d-module_d1[4],uuid:eb711835-e7e4-4825-931d-6f968a0cb3b1/module_d-module_d1
5,5,Combine Harvester/Thresher,1,1,1,1,2010,,,,,,,,,,,,,2010,uuid:eb711835-e7e4-4825-931d-6f968a0cb3b1,uuid:eb711835-e7e4-4825-931d-6f968a0cb3b1/module_d-module_d1[5],uuid:eb711835-e7e4-4825-931d-6f968a0cb3b1/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:eb711835-e7e4-4825-931d-6f968a0cb3b1,uuid:eb711835-e7e4-4825-931d-6f968a0cb3b1/module_d-module_d1[6],uuid:eb711835-e7e4-4825-931d-6f968a0cb3b1/module_d-module_d1
1,1,Axial Flow Pump,0,,,,,,,,,,,,,,,,,,uuid:68ea9342-175a-4a52-866d-10e0fc13a39e,uuid:68ea9342-175a-4a52-866d-10e0fc13a39e/module_d-module_d1[1],uuid:68ea9342-175a-4a52-866d-10e0fc13a39e/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:68ea9342-175a-4a52-866d-10e0fc13a39e,uuid:68ea9342-175a-4a52-866d-10e0fc13a39e/module_d-module_d1[2],uuid:68ea9342-175a-4a52-866d-10e0fc13a39e/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,1,1,1,2013,,,,,,,,,,,,,1990,uuid:68ea9342-175a-4a52-866d-10e0fc13a39e,uuid:68ea9342-175a-4a52-866d-10e0fc13a39e/module_d-module_d1[3],uuid:68ea9342-175a-4a52-866d-10e0fc13a39e/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,0,,,,,,,,,,,,,,,,,,uuid:68ea9342-175a-4a52-866d-10e0fc13a39e,uuid:68ea9342-175a-4a52-866d-10e0fc13a39e/module_d-module_d1[4],uuid:68ea9342-175a-4a52-866d-10e0fc13a39e/module_d-module_d1
5,5,Combine Harvester/Thresher,1,0,,1,2021,2024,1,1,0,0,0,0,0,0,0,0,0,-97,uuid:68ea9342-175a-4a52-866d-10e0fc13a39e,uuid:68ea9342-175a-4a52-866d-10e0fc13a39e/module_d-module_d1[5],uuid:68ea9342-175a-4a52-866d-10e0fc13a39e/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:68ea9342-175a-4a52-866d-10e0fc13a39e,uuid:68ea9342-175a-4a52-866d-10e0fc13a39e/module_d-module_d1[6],uuid:68ea9342-175a-4a52-866d-10e0fc13a39e/module_d-module_d1
1,1,Axial Flow Pump,0,,,,,,,,,,,,,,,,,,uuid:68c95adc-8adb-4696-bc25-b1f2b5a4e1fe,uuid:68c95adc-8adb-4696-bc25-b1f2b5a4e1fe/module_d-module_d1[1],uuid:68c95adc-8adb-4696-bc25-b1f2b5a4e1fe/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:68c95adc-8adb-4696-bc25-b1f2b5a4e1fe,uuid:68c95adc-8adb-4696-bc25-b1f2b5a4e1fe/module_d-module_d1[2],uuid:68c95adc-8adb-4696-bc25-b1f2b5a4e1fe/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,1,0,1,2010,,,,,,,,,,,,,-97,uuid:68c95adc-8adb-4696-bc25-b1f2b5a4e1fe,uuid:68c95adc-8adb-4696-bc25-b1f2b5a4e1fe/module_d-module_d1[3],uuid:68c95adc-8adb-4696-bc25-b1f2b5a4e1fe/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,0,,0,,,,,,,,,,,,,,-97,uuid:68c95adc-8adb-4696-bc25-b1f2b5a4e1fe,uuid:68c95adc-8adb-4696-bc25-b1f2b5a4e1fe/module_d-module_d1[4],uuid:68c95adc-8adb-4696-bc25-b1f2b5a4e1fe/module_d-module_d1
5,5,Combine Harvester/Thresher,0,,,,,,,,,,,,,,,,,,uuid:68c95adc-8adb-4696-bc25-b1f2b5a4e1fe,uuid:68c95adc-8adb-4696-bc25-b1f2b5a4e1fe/module_d-module_d1[5],uuid:68c95adc-8adb-4696-bc25-b1f2b5a4e1fe/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:68c95adc-8adb-4696-bc25-b1f2b5a4e1fe,uuid:68c95adc-8adb-4696-bc25-b1f2b5a4e1fe/module_d-module_d1[6],uuid:68c95adc-8adb-4696-bc25-b1f2b5a4e1fe/module_d-module_d1
1,1,Axial Flow Pump,0,,,,,,,,,,,,,,,,,,uuid:c6057308-1b01-4e43-980c-3501c3453e00,uuid:c6057308-1b01-4e43-980c-3501c3453e00/module_d-module_d1[1],uuid:c6057308-1b01-4e43-980c-3501c3453e00/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:c6057308-1b01-4e43-980c-3501c3453e00,uuid:c6057308-1b01-4e43-980c-3501c3453e00/module_d-module_d1[2],uuid:c6057308-1b01-4e43-980c-3501c3453e00/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,0,,,,,,,,,,,,,,,,,,uuid:c6057308-1b01-4e43-980c-3501c3453e00,uuid:c6057308-1b01-4e43-980c-3501c3453e00/module_d-module_d1[3],uuid:c6057308-1b01-4e43-980c-3501c3453e00/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,1,0,1,2014,,,,,,,,,,,,,1990,uuid:c6057308-1b01-4e43-980c-3501c3453e00,uuid:c6057308-1b01-4e43-980c-3501c3453e00/module_d-module_d1[4],uuid:c6057308-1b01-4e43-980c-3501c3453e00/module_d-module_d1
5,5,Combine Harvester/Thresher,0,,,,,,,,,,,,,,,,,,uuid:c6057308-1b01-4e43-980c-3501c3453e00,uuid:c6057308-1b01-4e43-980c-3501c3453e00/module_d-module_d1[5],uuid:c6057308-1b01-4e43-980c-3501c3453e00/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:c6057308-1b01-4e43-980c-3501c3453e00,uuid:c6057308-1b01-4e43-980c-3501c3453e00/module_d-module_d1[6],uuid:c6057308-1b01-4e43-980c-3501c3453e00/module_d-module_d1
1,1,Axial Flow Pump,0,,,,,,,,,,,,,,,,,,uuid:04d48af4-16f4-4eaa-8916-04c1b50b521a,uuid:04d48af4-16f4-4eaa-8916-04c1b50b521a/module_d-module_d1[1],uuid:04d48af4-16f4-4eaa-8916-04c1b50b521a/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:04d48af4-16f4-4eaa-8916-04c1b50b521a,uuid:04d48af4-16f4-4eaa-8916-04c1b50b521a/module_d-module_d1[2],uuid:04d48af4-16f4-4eaa-8916-04c1b50b521a/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,1,0,1,2010,,,,,,,,,,,,,2008,uuid:04d48af4-16f4-4eaa-8916-04c1b50b521a,uuid:04d48af4-16f4-4eaa-8916-04c1b50b521a/module_d-module_d1[3],uuid:04d48af4-16f4-4eaa-8916-04c1b50b521a/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,0,,0,,,,,,,,,,,,,,-97,uuid:04d48af4-16f4-4eaa-8916-04c1b50b521a,uuid:04d48af4-16f4-4eaa-8916-04c1b50b521a/module_d-module_d1[4],uuid:04d48af4-16f4-4eaa-8916-04c1b50b521a/module_d-module_d1
5,5,Combine Harvester/Thresher,1,0,,0,,,,,,,,,,,,,,2022,uuid:04d48af4-16f4-4eaa-8916-04c1b50b521a,uuid:04d48af4-16f4-4eaa-8916-04c1b50b521a/module_d-module_d1[5],uuid:04d48af4-16f4-4eaa-8916-04c1b50b521a/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:04d48af4-16f4-4eaa-8916-04c1b50b521a,uuid:04d48af4-16f4-4eaa-8916-04c1b50b521a/module_d-module_d1[6],uuid:04d48af4-16f4-4eaa-8916-04c1b50b521a/module_d-module_d1
1,1,Axial Flow Pump,1,0,,0,,,,,,,,,,,,,,-97,uuid:de3a4224-7feb-42f3-888c-1afcdaba42e8,uuid:de3a4224-7feb-42f3-888c-1afcdaba42e8/module_d-module_d1[1],uuid:de3a4224-7feb-42f3-888c-1afcdaba42e8/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:de3a4224-7feb-42f3-888c-1afcdaba42e8,uuid:de3a4224-7feb-42f3-888c-1afcdaba42e8/module_d-module_d1[2],uuid:de3a4224-7feb-42f3-888c-1afcdaba42e8/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,0,,0,,,,,,,,,,,,,,-97,uuid:de3a4224-7feb-42f3-888c-1afcdaba42e8,uuid:de3a4224-7feb-42f3-888c-1afcdaba42e8/module_d-module_d1[3],uuid:de3a4224-7feb-42f3-888c-1afcdaba42e8/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,0,,0,,,,,,,,,,,,,,-97,uuid:de3a4224-7feb-42f3-888c-1afcdaba42e8,uuid:de3a4224-7feb-42f3-888c-1afcdaba42e8/module_d-module_d1[4],uuid:de3a4224-7feb-42f3-888c-1afcdaba42e8/module_d-module_d1
5,5,Combine Harvester/Thresher,0,,,,,,,,,,,,,,,,,,uuid:de3a4224-7feb-42f3-888c-1afcdaba42e8,uuid:de3a4224-7feb-42f3-888c-1afcdaba42e8/module_d-module_d1[5],uuid:de3a4224-7feb-42f3-888c-1afcdaba42e8/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:de3a4224-7feb-42f3-888c-1afcdaba42e8,uuid:de3a4224-7feb-42f3-888c-1afcdaba42e8/module_d-module_d1[6],uuid:de3a4224-7feb-42f3-888c-1afcdaba42e8/module_d-module_d1
1,1,Axial Flow Pump,1,1,0,1,2009,,,,,,,,,,,,,1980,uuid:4c0a018d-8e8e-4002-ae18-b385f9130ea8,uuid:4c0a018d-8e8e-4002-ae18-b385f9130ea8/module_d-module_d1[1],uuid:4c0a018d-8e8e-4002-ae18-b385f9130ea8/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:4c0a018d-8e8e-4002-ae18-b385f9130ea8,uuid:4c0a018d-8e8e-4002-ae18-b385f9130ea8/module_d-module_d1[2],uuid:4c0a018d-8e8e-4002-ae18-b385f9130ea8/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,0,,,,,,,,,,,,,,,,,,uuid:4c0a018d-8e8e-4002-ae18-b385f9130ea8,uuid:4c0a018d-8e8e-4002-ae18-b385f9130ea8/module_d-module_d1[3],uuid:4c0a018d-8e8e-4002-ae18-b385f9130ea8/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,1,0,1,2015,,,,,,,,,,,,,2000,uuid:4c0a018d-8e8e-4002-ae18-b385f9130ea8,uuid:4c0a018d-8e8e-4002-ae18-b385f9130ea8/module_d-module_d1[4],uuid:4c0a018d-8e8e-4002-ae18-b385f9130ea8/module_d-module_d1
5,5,Combine Harvester/Thresher,1,0,,0,,,,,,,,,,,,,,-97,uuid:4c0a018d-8e8e-4002-ae18-b385f9130ea8,uuid:4c0a018d-8e8e-4002-ae18-b385f9130ea8/module_d-module_d1[5],uuid:4c0a018d-8e8e-4002-ae18-b385f9130ea8/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:4c0a018d-8e8e-4002-ae18-b385f9130ea8,uuid:4c0a018d-8e8e-4002-ae18-b385f9130ea8/module_d-module_d1[6],uuid:4c0a018d-8e8e-4002-ae18-b385f9130ea8/module_d-module_d1
1,1,Axial Flow Pump,0,,,,,,,,,,,,,,,,,,uuid:1450a185-2373-41ba-8243-b4f8c00f1a55,uuid:1450a185-2373-41ba-8243-b4f8c00f1a55/module_d-module_d1[1],uuid:1450a185-2373-41ba-8243-b4f8c00f1a55/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:1450a185-2373-41ba-8243-b4f8c00f1a55,uuid:1450a185-2373-41ba-8243-b4f8c00f1a55/module_d-module_d1[2],uuid:1450a185-2373-41ba-8243-b4f8c00f1a55/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,0,,,,,,,,,,,,,,,,,,uuid:1450a185-2373-41ba-8243-b4f8c00f1a55,uuid:1450a185-2373-41ba-8243-b4f8c00f1a55/module_d-module_d1[3],uuid:1450a185-2373-41ba-8243-b4f8c00f1a55/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,1,0,1,2018,,,,,,,,,,,,,-97,uuid:1450a185-2373-41ba-8243-b4f8c00f1a55,uuid:1450a185-2373-41ba-8243-b4f8c00f1a55/module_d-module_d1[4],uuid:1450a185-2373-41ba-8243-b4f8c00f1a55/module_d-module_d1
5,5,Combine Harvester/Thresher,1,0,,0,,,,,,,,,,,,,,-97,uuid:1450a185-2373-41ba-8243-b4f8c00f1a55,uuid:1450a185-2373-41ba-8243-b4f8c00f1a55/module_d-module_d1[5],uuid:1450a185-2373-41ba-8243-b4f8c00f1a55/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:1450a185-2373-41ba-8243-b4f8c00f1a55,uuid:1450a185-2373-41ba-8243-b4f8c00f1a55/module_d-module_d1[6],uuid:1450a185-2373-41ba-8243-b4f8c00f1a55/module_d-module_d1
1,1,Axial Flow Pump,0,,,,,,,,,,,,,,,,,,uuid:347f13a8-d629-495a-82fa-62d90e9edc9c,uuid:347f13a8-d629-495a-82fa-62d90e9edc9c/module_d-module_d1[1],uuid:347f13a8-d629-495a-82fa-62d90e9edc9c/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:347f13a8-d629-495a-82fa-62d90e9edc9c,uuid:347f13a8-d629-495a-82fa-62d90e9edc9c/module_d-module_d1[2],uuid:347f13a8-d629-495a-82fa-62d90e9edc9c/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,1,0,1,2019,,,,,,,,,,,,,2015,uuid:347f13a8-d629-495a-82fa-62d90e9edc9c,uuid:347f13a8-d629-495a-82fa-62d90e9edc9c/module_d-module_d1[3],uuid:347f13a8-d629-495a-82fa-62d90e9edc9c/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,0,,0,,,,,,,,,,,,,,-97,uuid:347f13a8-d629-495a-82fa-62d90e9edc9c,uuid:347f13a8-d629-495a-82fa-62d90e9edc9c/module_d-module_d1[4],uuid:347f13a8-d629-495a-82fa-62d90e9edc9c/module_d-module_d1
5,5,Combine Harvester/Thresher,1,1,0,1,2020,,,,,,,,,,,,,-97,uuid:347f13a8-d629-495a-82fa-62d90e9edc9c,uuid:347f13a8-d629-495a-82fa-62d90e9edc9c/module_d-module_d1[5],uuid:347f13a8-d629-495a-82fa-62d90e9edc9c/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,1,0,,0,,,,,,,,,,,,,,-97,uuid:347f13a8-d629-495a-82fa-62d90e9edc9c,uuid:347f13a8-d629-495a-82fa-62d90e9edc9c/module_d-module_d1[6],uuid:347f13a8-d629-495a-82fa-62d90e9edc9c/module_d-module_d1
1,1,Axial Flow Pump,0,,,,,,,,,,,,,,,,,,uuid:960483d5-083b-405a-a436-3897b16c0ae7,uuid:960483d5-083b-405a-a436-3897b16c0ae7/module_d-module_d1[1],uuid:960483d5-083b-405a-a436-3897b16c0ae7/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:960483d5-083b-405a-a436-3897b16c0ae7,uuid:960483d5-083b-405a-a436-3897b16c0ae7/module_d-module_d1[2],uuid:960483d5-083b-405a-a436-3897b16c0ae7/module_d-module_d1
3,3,Power Tiller Operated Seeder - 2 wheeler,1,1,0,1,2007,,,,,,,,,,,,,2000,uuid:960483d5-083b-405a-a436-3897b16c0ae7,uuid:960483d5-083b-405a-a436-3897b16c0ae7/module_d-module_d1[3],uuid:960483d5-083b-405a-a436-3897b16c0ae7/module_d-module_d1
4,4,Power Tiller Operated Seeder - 4 wheeler,1,0,,0,,,,,,,,,,,,,,2005,uuid:960483d5-083b-405a-a436-3897b16c0ae7,uuid:960483d5-083b-405a-a436-3897b16c0ae7/module_d-module_d1[4],uuid:960483d5-083b-405a-a436-3897b16c0ae7/module_d-module_d1
5,5,Combine Harvester/Thresher,1,0,,0,,,,,,,,,,,,,,-97,uuid:960483d5-083b-405a-a436-3897b16c0ae7,uuid:960483d5-083b-405a-a436-3897b16c0ae7/module_d-module_d1[5],uuid:960483d5-083b-405a-a436-3897b16c0ae7/module_d-module_d1
6,6,Two wheeled mechanical Reaper for Rice/Wheat/Jute,0,,,,,,,,,,,,,,,,,,uuid:960483d5-083b-405a-a436-3897b16c0ae7,uuid:960483d5-083b-405a-a436-3897b16c0ae7/module_d-module_d1[6],uuid:960483d5-083b-405a-a436-3897b16c0ae7/module_d-module_d1
1,1,Axial Flow Pump,0,,,,,,,,,,,,,,,,,,uuid:cd23393b-9875-466b-8b13-61cd83344ab9,uuid:cd23393b-9875-466b-8b13-61cd83344ab9/module_d-module_d1[1],uuid:cd23393b-9875-466b-8b13-61cd83344ab9/module_d-module_d1
2,2,Alternate Wetting and Drying (ম্যাজিক পাইপ),0,,,,,,,,,,,,,,,,,,uuid:cd23393b-9875-466b-8b13-61cd83344ab9,uuid:cd23393b-9875-466b-8b13-61cd83344ab9/module_d-module_d1[2],uuid:cd23393b-9875-466b-8b13-61cd83344ab9/module_d-module_d1
